loai_thau,ma_tinh,ten_tinh,ten_don_vi,ma_cskcb,ten_cskcb,ma,ma_gy,ten,hoatchat,duongdung,maduongdung,madd_gy,dangbaoche,hamluong,donggoi,sodk,nhasx,nuocsx,donvitinh,soluong,gia,thanhtien,tennhathau,quyetdinh,tungay,denngay,goithau,tieuchuan,nhomthau,loai,sttpheduyet,hieuluc,congbo,ht_thau,tungay_hd,denngay_hd,created_date
3.thau_rieng_le,38,Tỉnh Thanh Hóa,Pkđk Xuân Bình,38805,Pkđk Xuân Bình,05C.135.9,05C.135.9,Lopassi,"Lá sen, Lá vông,  Lạc tiên, Tâm sen, Bình vôi",Uống,1.01,1.01,Viên bao đường,"500mg, 700mg, 500mg, 100mg, 1000mg",Hộp 10 vỉ x 10 viên,VD-30950-18,CTCP DP Trường Thọ,Việt Nam,Viên,32800,920.0,30176000.0,CÔNG TY CỔ PHẦN DƯỢC - VẬT TƯ Y TẾ THANH HOÁ,451/QĐ-BVNX,2025-01-02 00:00:00,,G3,,N3,Chế phẩm,,1,2025-01-02 00:00:00,1,2025-01-02 00:00:00,2026-12-31 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,38,Tỉnh Thanh Hóa,Pkđk Xuân Bình,38805,Pkđk Xuân Bình,05C.188,05C.188,Tiêu trĩ Abipha,"Phòng phong, Hòe giác, Đương quy,  Địa du, Chỉ xác, Hoàng cầm",Uống,1.01,1.01,Viên hoàn cứng,"Gói 5g chứa: 0,7g,  0,7g, 0,7g, 0,7g, 0,7g,  0,7g.",Hộp 30 gói x 5 gam,TCT-00073-22,Công ty cổ phần dược phẩm công nghệ cao Abipha,Việt Nam,Gói,10300,7200.0,74160000.0,CÔNG TY CỔ PHẦN ĐẦU TƯ QUỐC TẾ VIỆT Á,451/QĐ-BVNX,2025-01-02 00:00:00,,G3,,N3,Chế phẩm,,1,2025-01-02 00:00:00,1,2025-01-02 00:00:00,2026-12-31 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,38,Tỉnh Thanh Hóa,Pkđk Xuân Bình,38805,Pkđk Xuân Bình,05C.35,05C.35,Kim tiền thảo HM,Kim tiền thảo,Uống,1.01,1.01,Thuốc cốm,600mg,Hộp 21 gói x 2g,VD-27237-17,Công ty Cổ phần Dược Vật tư y tế Hải Dương,Việt Nam,Gói,25300,3720.0,94116000.0,CÔNG TY CỔ PHẦN TÂN VỸ AN,451/QĐ-BVNX,2025-01-02 00:00:00,,G3,,N3,Chế phẩm,,1,2025-01-02 00:00:00,1,2025-01-02 00:00:00,2026-12-31 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,38,Tỉnh Thanh Hóa,Pkđk Xuân Bình,38805,Pkđk Xuân Bình,05C.95,05C.95,Folitat dạ dày,"Lá khôi, Dạ cẩm, Cỏ hàn the, Khổ sâm, Ô tặc cốt",Uống,1.01,1.01,Viên nang cứng,"160 mg; 120 mg; 0,12 g; 0,12 g; 0,12 g",Hộp 10 vỉ x 10 viên,VD-29242-18,Công ty Cổ phần Dược phẩm Yên Bái,Việt Nam,Viên,24100,1750.0,42175000.0,CÔNG TY CỔ PHẦN DƯỢC PHẨM BẾN TRE,451/QĐ-BVNX,2025-01-02 00:00:00,,G3,,N3,Chế phẩm,,1,2025-01-02 00:00:00,1,2025-01-02 00:00:00,2026-12-31 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,38,Tỉnh Thanh Hóa,Pkđk Xuân Bình,38805,Pkđk Xuân Bình,05C.126,05C.126,An thần,"Đăng tâm thảo, Táo nhân, Thảo quyết minh, Tâm sen",Uống,1.01,1.01,Viên nang,"0,8g; 0,8g; 0,3g; 0,1g",Hộp 5 vỉ x 10 viên,VD-16618-12,Công ty Cổ phần Dược phẩm Yên Bái,Việt Nam,Viên,30100,2100.0,63210000.0,CÔNG TY CỔ PHẦN DƯỢC PHẨM BẾN TRE,451/QĐ-BVNX,2025-01-02 00:00:00,,G3,,N3,Chế phẩm,,1,2025-01-02 00:00:00,1,2025-01-02 00:00:00,2026-12-31 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,38,Tỉnh Thanh Hóa,Pkđk Xuân Bình,38805,Pkđk Xuân Bình,05C.38.1,05C.38.1,Viên kim tiền thảo trạch tả,"Kim tiền thảo, Trạch tả",Uống,1.01,1.01,Viên hoàn cứng,"Mỗi gói 5g chứa: Cao đặc Kim tiền thảo (tương đương 3g Kim tiền thảo) 0,3g; Trạch tả 3g",Hộp 10 gói x 5g,VD-31661-19,Công ty cổ phần dược phẩm Hà Nam,Việt Nam,Gói,10300,4500.0,46350000.0,CÔNG TY TNHH THƯƠNG MẠI DƯỢC PHẨM THUẬN PHÁT,451/QĐ-BVNX,2025-01-02 00:00:00,,G3,,N3,Chế phẩm,,1,2025-01-02 00:00:00,1,2025-01-02 00:00:00,2026-12-31 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,38,Tỉnh Thanh Hóa,Pkđk Xuân Bình,38805,Pkđk Xuân Bình,05C.44,05C.44,Thanh nhiệt tiêu độc LiverGood,"Nhân trần, Bồ công anh, Cúc hoa, Actiso, Cam thảo, Kim ngân hoa",Uống,1.01,1.01,Viên nang cứng,1g+0.67g+0.34g+0.34g+ 0.125g+0.67g,Hộp 3 vỉ x 10 viên,VD-28943-18,Công ty cổ phần dược phẩm Hà Nam,Việt Nam,Viên,103500,2020.0,209070000.0,CÔNG TY TNHH THƯƠNG MẠI DƯỢC PHẨM THUẬN PHÁT,451/QĐ-BVNX,2025-01-02 00:00:00,,G3,,N3,Chế phẩm,,1,2025-01-02 00:00:00,1,2025-01-02 00:00:00,2026-12-31 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,38,Tỉnh Thanh Hóa,Pkđk Xuân Bình,38805,Pkđk Xuân Bình,05C.26.9,05C.26.9,Ad-Liver,"Diệp hạ châu, Nhân trần, Cỏ nhọ nồi",Uống,1.01,1.01,Viên nang mềm,"100mg, 50mg, 50mg","Hộp 12 vỉ, vỉ 05 viên",VD-31287-18,Nhà máy HDpharma EU - Công ty Cổ phần Dược VTYT Hải Dương,Việt Nam,Viên,276000,1470.0,405720000.0,CÔNG TY CỔ PHẦN THIẾT BỊ VẬT TƯ Y TẾ THANH HÓA,451/QĐ-BVNX,2025-01-02 00:00:00,,G3,,N3,Chế phẩm,,1,2025-01-02 00:00:00,1,2025-01-02 00:00:00,2026-12-31 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,49,Tỉnh Quảng Nam,Bvđk Tw Quảng Nam,49013,Bvđk Tw Quảng Nam,40.982,40.982,Seretide Evohaler DC 25/250 mcg,Mỗi liều xịt chứa: Salmeterol (dưới dạng salmeterol xinafoate micronised) + Fluticason propionate (dạng micronised),Dạng hít,5.02,5.02,Thuốc phun mù định liều hệ hỗn dịch,25mcg + 250mcg,Hộp 1 bình 120 liều xịt,840110788024,"Glaxo Wellcome SA,",Tây Ban Nha,Bình xịt,3000,278090.0,834270000.0,CÔNG TY CỔ PHẦN DƯỢC LIỆU TRUNG ƯƠNG 2,5970/QĐ-BV,2025-01-02 00:00:00,,G2,,N1,Tân dược,,1,2025-01-02 00:00:00,1,2025-01-02 00:00:00,2026-01-02 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,49,Tỉnh Quảng Nam,Bvđk Tw Quảng Nam,49013,Bvđk Tw Quảng Nam,40.982,40.982,Seretide Evohaler DC 25/250 mcg,Mỗi liều xịt chứa: Salmeterol (dưới dạng salmeterol xinafoate micronised) + Fluticason propionate (dạng micronised),Dạng hít,5.02,5.02,Thuốc phun mù định liều hệ hỗn dịch,25mcg + 250mcg,Hộp 1 bình 120 liều xịt,VN-22403-19,"Glaxo Wellcome SA,",Tây Ban Nha,Bình xịt,0,278090.0,0.0,CÔNG TY CỔ PHẦN DƯỢC LIỆU TRUNG ƯƠNG 2,5970/QĐ-BV,2025-01-02 00:00:00,,G2,,N1,Tân dược,,1,2025-01-02 00:00:00,1,2025-01-02 00:00:00,2026-01-02 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,49,Tỉnh Quảng Nam,Bvđk Tw Quảng Nam,49013,Bvđk Tw Quảng Nam,40.506,40.506,Aprovel,Irbesartan,Uống,1.01,1.01,Viên nén bao phim,150mg,Hộp 2 vỉ x 14 viên,VN-16719-13,Sanofi Winthrop Industrie,Pháp,Viên,15000,9561.0,143415000.0,Công ty TNHH Dược phẩm và Trang thiết bị Y tế Hoàng Đức,5970/QĐ-BV,2025-01-02 00:00:00,,G2,,N1,Tân dược,,1,2025-01-02 00:00:00,1,2025-01-02 00:00:00,2026-01-02 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,49,Tỉnh Quảng Nam,Bvđk Tw Quảng Nam,49013,Bvđk Tw Quảng Nam,40.507,40.507,CoAprovel,Irbesartan + Hydrochlorothiazide,Uống,1.01,1.01,Viên nén bao phim,"150mg + 12,5mg",Hộp 2 vỉ x 14 viên,VN-16721-13,Sanofi Winthrop Industrie,Pháp,Viên,12000,9561.0,114732000.0,Công ty TNHH Dược phẩm và Trang thiết bị Y tế Hoàng Đức,5970/QĐ-BV,2025-01-02 00:00:00,,G2,,N1,Tân dược,,1,2025-01-02 00:00:00,1,2025-01-02 00:00:00,2026-01-02 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,1,Thành phố Hà Nội,Bv 198 (Bộ Ca),01043,Bv 198 (Bộ Ca),05V.156,05V.156,Cát cánh,Cát cánh,Uống,,,,,Túi PE 1 Kg,VCT-00462-23,Công ty TNHH Dược phẩm FITOPHARMA,Việt Nam,gam,30000,320.0,9600000.0,Công ty TNHH Dược phẩm FITOPHARMA,4084/QĐ-BV19-8,2025-01-02 00:00:00,,G5,,N2,Vị thuốc yhct,,1,2025-01-02 00:00:00,1,2025-01-02 00:00:00,2026-01-01 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,1,Thành phố Hà Nội,Bv 198 (Bộ Ca),01043,Bv 198 (Bộ Ca),05V.298,05V.298,Hà thủ ô đỏ,Hà thủ ô đỏ,Uống,,,,,Túi PE 1 Kg,VCT-00284-22,Công ty TNHH Dược phẩm FITOPHARMA,Việt Nam,gam,60000,330.0,19800000.0,Công ty TNHH Dược phẩm FITOPHARMA,4084/QĐ-BV19-8,2025-01-02 00:00:00,,G5,,N2,Vị thuốc yhct,,1,2025-01-02 00:00:00,1,2025-01-02 00:00:00,2026-01-01 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,1,Thành phố Hà Nội,Bv 198 (Bộ Ca),01043,Bv 198 (Bộ Ca),05V.118,05V.118,Hoàng liên,Hoàng liên,Uống,,,,,Túi PE 1 Kg,VCT-00460-23,Công ty TNHH Dược phẩm FITOPHARMA,Việt Nam,gam,10000,2100.0,21000000.0,Công ty TNHH Dược phẩm FITOPHARMA,4084/QĐ-BV19-8,2025-01-02 00:00:00,,G5,,N2,Vị thuốc yhct,,1,2025-01-02 00:00:00,1,2025-01-02 00:00:00,2026-01-01 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,1,Thành phố Hà Nội,Bv 198 (Bộ Ca),01043,Bv 198 (Bộ Ca),05V.135,05V.135,Sinh địa,Sinh địa,Uống,,,,,Túi PE 1 Kg,VCT-00467-23,Công ty TNHH Dược phẩm FITOPHARMA,Việt Nam,gam,20000,280.0,5600000.0,Công ty TNHH Dược phẩm FITOPHARMA,4084/QĐ-BV19-8,2025-01-02 00:00:00,,G5,,N2,Vị thuốc yhct,,1,2025-01-02 00:00:00,1,2025-01-02 00:00:00,2026-01-01 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,1,Thành phố Hà Nội,Bv 198 (Bộ Ca),01043,Bv 198 (Bộ Ca),05V.29,05V.29,Thăng ma,Thăng ma,Uống,,,,,Túi PE 1 Kg,VCT-00463-23,Công ty TNHH Dược phẩm FITOPHARMA,Việt Nam,gam,10000,790.0,7900000.0,Công ty TNHH Dược phẩm FITOPHARMA,4084/QĐ-BV19-8,2025-01-02 00:00:00,,G5,,N2,Vị thuốc yhct,,1,2025-01-02 00:00:00,1,2025-01-02 00:00:00,2026-01-01 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,1,Thành phố Hà Nội,Bv 198 (Bộ Ca),01043,Bv 198 (Bộ Ca),05V.301,05V.301,Thục địa,Thục địa,Uống,1.01,1.01,,,Túi PE 1 Kg,VCT-00519-24,Công ty TNHH Dược phẩm FITOPHARMA,Việt Nam,gam,30000,430.0,12900000.0,Công ty TNHH Dược phẩm FITOPHARMA,4084/QĐ-BV19-8,2025-01-02 00:00:00,,G5,,N2,Vị thuốc yhct,,1,2025-01-02 00:00:00,1,2025-01-02 00:00:00,2026-01-01 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,15,Tỉnh Yên Bái,Bvđk Tỉnh,15101,Bvđk Tỉnh,05V.212,05V.212,Vị thuốc cổ truyền Đào nhân sao vàng bỏ vỏ,Đào nhân,Uống,,,Sao vàng bỏ vỏ,0,"Túi PE 2 lớp, 1-5Kg, hàn kín",VCT- 00352-23,Công ty cổ phần dược liệu Trường Xuân,Việt Nam,Gam,5000,554.4,2772000.0,Công ty cổ phần dược liệu Trường Xuân,955/QĐ-BVĐK,2025-01-02 00:00:00,,G5,,N2,Vị thuốc yhct,,1,2025-01-02 00:00:00,1,2025-01-02 00:00:00,2025-12-31 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,15,Tỉnh Yên Bái,Bvđk Tỉnh,15101,Bvđk Tỉnh,05V.215,05V.215,Vị thuốc cổ truyền Huyết giác,Huyết giác,Uống,,,Thái phiến,0,"Túi PE 2 lớp, 1-5Kg, hàn kín",VCT- 00358-23,Công ty cổ phần dược liệu Trường Xuân,Việt Nam,Gam,25000,535.5,13387500.0,Công ty cổ phần dược liệu Trường Xuân,955/QĐ-BVĐK,2025-01-02 00:00:00,,G5,,N2,Vị thuốc yhct,,1,2025-01-02 00:00:00,1,2025-01-02 00:00:00,2025-12-31 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,15,Tỉnh Yên Bái,Bvđk Tỉnh,15101,Bvđk Tỉnh,05V.217,05V.217,Vị thuốc cổ truyền  Kê huyết đằng,Kê huyết đằng,Uống,,,Thái phiến,0,"Túi PE 2 lớp, 1-5Kg, hàn kín",VCT- 00359-23,Công ty cổ phần dược liệu Trường Xuân,Việt Nam,Gam,35000,194.25,6798750.0,Công ty cổ phần dược liệu Trường Xuân,955/QĐ-BVĐK,2025-01-02 00:00:00,,G5,,N2,Vị thuốc yhct,,1,2025-01-02 00:00:00,1,2025-01-02 00:00:00,2025-12-31 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,15,Tỉnh Yên Bái,Bvđk Tỉnh,15101,Bvđk Tỉnh,05V.218,05V.218,Vị thuốc cổ truyền Khương hoàng,Khương hoàng/Uất kim,Uống,,,Thái phiến,0,"Túi PE 2 lớp, 1-5Kg, hàn kín",VCT- 00360-23,Công ty cổ phần dược liệu Trường Xuân,Việt Nam,Gam,5000,186.9,934500.0,Công ty cổ phần dược liệu Trường Xuân,955/QĐ-BVĐK,2025-01-02 00:00:00,,G5,,N2,Vị thuốc yhct,,1,2025-01-02 00:00:00,1,2025-01-02 00:00:00,2025-12-31 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,15,Tỉnh Yên Bái,Bvđk Tỉnh,15101,Bvđk Tỉnh,05V.225,05V.225,Vị thuốc cổ truyền Tô mộc,Tô mộc,Uống,,,Thái phiến,0,"Túi PE 2 lớp, 1-5Kg, hàn kín",VCT- 00366-23,Công ty cổ phần dược liệu Trường Xuân,Việt Nam,Gam,2000,154.35,308700.0,Công ty cổ phần dược liệu Trường Xuân,955/QĐ-BVĐK,2025-01-02 00:00:00,,G5,,N2,Vị thuốc yhct,,1,2025-01-02 00:00:00,1,2025-01-02 00:00:00,2025-12-31 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,15,Tỉnh Yên Bái,Bvđk Tỉnh,15101,Bvđk Tỉnh,05V.35,05V.35,Dây đau xương,Dây đau xương,Uống,1.01,1.01,Sơ chế,0,"Túi PE 2 lớp, 1-5Kg, hàn kín",VD-33319-19,Công ty cổ phần dược liệu Trường Xuân,Việt Nam,Gam,15000,89.25,1338750.0,Công ty cổ phần dược liệu Trường Xuân,955/QĐ-BVĐK,2025-01-02 00:00:00,,G5,,N2,Vị thuốc yhct,,1,2025-01-02 00:00:00,1,2025-01-02 00:00:00,2025-12-31 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,15,Tỉnh Yên Bái,Bvđk Tỉnh,15101,Bvđk Tỉnh,05V.54,05V.54,Thiên niên kiện,Thiên niên kiện,Uống,1.01,1.01,Sơ chế,0,"Túi PE 2 lớp, 1-5Kg, hàn kín",VD-33336-19,Công ty cổ phần dược liệu Trường Xuân,Việt Nam,Gam,1000,191.1,191100.0,Công ty cổ phần dược liệu Trường Xuân,955/QĐ-BVĐK,2025-01-02 00:00:00,,G5,,N2,Vị thuốc yhct,,1,2025-01-02 00:00:00,1,2025-01-02 00:00:00,2025-12-31 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,15,Tỉnh Yên Bái,Bvđk Tỉnh,15101,Bvđk Tỉnh,05V.92,05V.92,Liên kiều,Liên kiều,Uống,1.01,1.01,"Rửa sạch, thái phiến, phơi sấy khô",0,"Túi PE 2 lớp, 1-5Kg, hàn kín",VD-33328-19,Công ty cổ phần dược liệu Trường Xuân,Việt Nam,Gam,500,777.0,388500.0,Công ty cổ phần dược liệu Trường Xuân,955/QĐ-BVĐK,2025-01-02 00:00:00,,G5,,N2,Vị thuốc yhct,,1,2025-01-02 00:00:00,1,2025-01-02 00:00:00,2025-12-31 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,15,Tỉnh Yên Bái,Bvđk Tỉnh,15101,Bvđk Tỉnh,05V.298,05V.298,Hà thủ ô đỏ chế,Hà thủ ô đỏ,Uống,,,Hà thủ ô chế dịch đỗ đen,0,"Túi PE 2 lớp, 1-5Kg, hàn kín",VD-33321-19,Công ty cổ phần dược liệu Trường Xuân,Việt Nam,Gam,2000,312.9,625800.0,Công ty cổ phần dược liệu Trường Xuân,955/QĐ-BVĐK,2025-01-02 00:00:00,,G5,,N2,Vị thuốc yhct,,1,2025-01-02 00:00:00,1,2025-01-02 00:00:00,2025-12-31 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,15,Tỉnh Yên Bái,Bvđk Tỉnh,15101,Bvđk Tỉnh,05V.303,05V.303,Câu kỷ tử,Câu kỷ tử,Uống,1.01,1.01,Sơ chế,0,"Túi PE 2 lớp, 1-5Kg, hàn kín",VD-33314-19,Công ty cổ phần dược liệu Trường Xuân,Việt Nam,Gam,10000,333.9,3339000.0,Công ty cổ phần dược liệu Trường Xuân,955/QĐ-BVĐK,2025-01-02 00:00:00,,G5,,N2,Vị thuốc yhct,,1,2025-01-02 00:00:00,1,2025-01-02 00:00:00,2025-12-31 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,15,Tỉnh Yên Bái,Bvđk Tỉnh,15101,Bvđk Tỉnh,05V.333,05V.333,Hoài sơn chế,Hoài sơn,Uống,,,Sao vàng với cám,0,"Túi PE 2 lớp, 1-5Kg, hàn kín",VD-33322-19,Công ty cổ phần dược liệu Trường Xuân,Việt Nam,Gam,10000,313.95,3139500.0,Công ty cổ phần dược liệu Trường Xuân,955/QĐ-BVĐK,2025-01-02 00:00:00,,G5,,N2,Vị thuốc yhct,,1,2025-01-02 00:00:00,1,2025-01-02 00:00:00,2025-12-31 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,15,Tỉnh Yên Bái,Bvđk Tỉnh,15101,Bvđk Tỉnh,05V.334,05V.334,Hoàng kỳ chế,Hoàng kỳ (Bạch kỳ),Uống,1.01,1.01,Chích mật ong,0,"Túi PE 2 lớp, 1-5Kg, hàn kín",VD-33323-19,Công ty cổ phần dược liệu Trường Xuân,Việt Nam,Gam,10000,373.8,3738000.0,Công ty cổ phần dược liệu Trường Xuân,955/QĐ-BVĐK,2025-01-02 00:00:00,,G5,,N2,Vị thuốc yhct,,1,2025-01-02 00:00:00,1,2025-01-02 00:00:00,2025-12-31 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,1,Thành phố Hà Nội,Bv Tw Quân Đội 108,01014,Bv Tw Quân Đội 108,40.826,40.826,Vincurium,Atracurium besylat,Tiêm,2.10,2.10,Dung dịch,"25mg/2,5ml","Dung dịch tiêm, Vỉ 10 ống x 2,5ml, Hộp 1 vỉ",893114306823,Công ty Cổ phần Dược phẩm Vĩnh Phúc,Việt Nam,Ống,2000,25000.0,50000000.0,Công ty CPDP Vĩnh Phúc,60/QĐ-BV,2025-01-02 00:00:00,,G1,,N4,Tân dược,,1,2025-01-02 00:00:00,3,2025-01-02 00:00:00,2026-01-02 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,49,Tỉnh Quảng Nam,Bvđk Tw Quảng Nam,49013,Bvđk Tw Quảng Nam,40.491,40.491,Amlor,Amlodipine (dưới dạng Amlodipine besilate),Uống,1.01,1.01,Viên nang cứng,5mg,Hộp 3 vỉ x 10 viên,300110025623,Fareva Amboise,Pháp,Viên,60000,7593.0,455580000.0,CÔNG TY CỔ PHẦN DƯỢC LIỆU TRUNG ƯƠNG 2,5970/QĐ-BV,2025-01-02 00:00:00,,G2,,N1,Tân dược,,1,2025-01-02 00:00:00,1,2025-01-02 00:00:00,2026-01-02 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,49,Tỉnh Quảng Nam,Bvđk Tw Quảng Nam,49013,Bvđk Tw Quảng Nam,40.155,40.155,Augmentin 1g,Amoxicillin (Dưới dạng Amoxicillin trihydrate) + Acid Clavulanic (Dưới dạng clavulanat potassium),Uống,1.01,1.01,Viên nén bao phim,875mg + 125mg,Hộp 2 vỉ x 7 viên,VN-20517-17,SmithKline Beecham Pharmaceuticals,Anh,Viên,15000,16680.0,250200000.0,CÔNG TY CỔ PHẦN DƯỢC LIỆU TRUNG ƯƠNG 2,5970/QĐ-BV,2025-01-02 00:00:00,,G2,,N1,Tân dược,,1,2025-01-02 00:00:00,1,2025-01-02 00:00:00,2026-01-02 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,49,Tỉnh Quảng Nam,Bvđk Tw Quảng Nam,49013,Bvđk Tw Quảng Nam,40.155,40.155,Augmentin 625mg tablets,Amoxicillin (dưới dạng Amoxicillin trihydrate) + Acid Clavulanic (dưới dạng Kali clavulanate),Uống,1.01,1.01,Viên nén bao phim,500mg + 125mg,Hộp 2 vỉ x 7 viên,VN-20169-16,SmithKline Beecham Limited,Anh,Viên,15000,11936.0,179040000.0,CÔNG TY CỔ PHẦN DƯỢC LIỆU TRUNG ƯƠNG 2,5970/QĐ-BV,2025-01-02 00:00:00,,G2,,N1,Tân dược,,1,2025-01-02 00:00:00,1,2025-01-02 00:00:00,2026-01-02 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,49,Tỉnh Quảng Nam,Bvđk Tw Quảng Nam,49013,Bvđk Tw Quảng Nam,40.515,40.515,Betaloc Zok 25mg,Metoprolol succinat,Uống,1.01,1.01,Viên nén phóng thích kéo dài,"23,75mg (tương đương với 25mg metoprolol tartrat hoặc 19,5mg metoprolol)",Hộp 1 vỉ x 14 viên,VN-17243-13,AstraZeneca AB,Thụy Điển,Viên,28000,4389.0,122892000.0,CÔNG TY CỔ PHẦN DƯỢC LIỆU TRUNG ƯƠNG 2,5970/QĐ-BV,2025-01-02 00:00:00,,G2,,N1,Tân dược,,1,2025-01-02 00:00:00,1,2025-01-02 00:00:00,2026-01-02 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,49,Tỉnh Quảng Nam,Bvđk Tw Quảng Nam,49013,Bvđk Tw Quảng Nam,40.515,40.515,Betaloc Zok 50mg,Metoprolol succinat,Uống,1.01,1.01,Viên nén phóng thích kéo dài,"47,5mg (tương đương với 50mg metoprolol tartrate hoặc 39mg metoprolol)",Hộp 2 vỉ x 14 viên,730110022123,AstraZeneca AB,Thụy Điển,Viên,28000,5490.0,153720000.0,CÔNG TY CỔ PHẦN DƯỢC LIỆU TRUNG ƯƠNG 2,5970/QĐ-BV,2025-01-02 00:00:00,,G2,,N1,Tân dược,,1,2025-01-02 00:00:00,1,2025-01-02 00:00:00,2026-01-02 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,49,Tỉnh Quảng Nam,Bvđk Tw Quảng Nam,49013,Bvđk Tw Quảng Nam,40.28,40.28,Celebrex,Celecoxib,Uống,1.01,1.01,Viên nang cứng,200mg,Hộp 3 vỉ x 10 viên,VN-23247-22,CSSX: Pfizer Pharmaceuticals LLC; CS đóng gói và xuất xưởng: Pfizer Manufacturing Deutschland GmbH,"CSSX: Mỹ, Đóng gói và xuất xưởng: Đức",Viên,20000,11913.0,238260000.0,CÔNG TY CỔ PHẦN DƯỢC LIỆU TRUNG ƯƠNG 2,5970/QĐ-BV,2025-01-02 00:00:00,,G2,,N1,Tân dược,,1,2025-01-02 00:00:00,1,2025-01-02 00:00:00,2026-01-02 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,38,Tỉnh Thanh Hóa,Pkđk Xuân Bình,38805,Pkđk Xuân Bình,05C.151,05C.151,Siro ho Haspan,Lá thường xuân,Uống,1.01,1.01,Siro,35mg/5ml,Hộp 2 vỉ x 5 ống x 5ml,VD-24896-16,Nhà máy HDPharma EU - Công ty cổ phần dược vật tư y tế Hải Dương,Việt Nam,Ống,62100,4600.0,285660000.0,CÔNG TY TNHH THƯƠNG MẠI DƯỢC PHẨM THUẬN PHÁT,451/QĐ-BVNX,2025-01-02 00:00:00,,G3,,N3,Chế phẩm,,1,2025-01-02 00:00:00,1,2025-01-02 00:00:00,2026-12-31 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,15,Tỉnh Yên Bái,Bvđk Tỉnh,15101,Bvđk Tỉnh,05V.331,05V.331,Vị thuốc cổ truyền Đảng sâm,Đảng sâm,Uống,,,Thái phiến,0,"Túi PE 2 lớp, 1-5Kg, hàn kín",VCT-00351-23,Công ty cổ phần dược liệu Trường Xuân,Việt Nam,Gam,31000,775.95,24054450.0,Công ty cổ phần dược liệu Trường Xuân,955/QĐ-BVĐK,2025-01-02 00:00:00,,G5,,N2,Vị thuốc yhct,,1,2025-01-02 00:00:00,1,2025-01-02 00:00:00,2025-12-31 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,15,Tỉnh Yên Bái,Bvđk Tỉnh,15101,Bvđk Tỉnh,05V.290,05V.290,Vị thuốc cổ truyền Sơn thù,Sơn thù,Uống,,,Sơ chế,0,"Túi PE 2 lớp, 1-5Kg, hàn kín",VCT- 00402-23,Công ty cổ phần dược liệu Trường Xuân,Việt Nam,Gam,5000,697.2,3486000.0,Công ty cổ phần dược liệu Trường Xuân,955/QĐ-BVĐK,2025-01-02 00:00:00,,G5,,N2,Vị thuốc yhct,,1,2025-01-02 00:00:00,1,2025-01-02 00:00:00,2025-12-31 00:00:00,2025-03-17 00:29:53
3.thau_rieng_le,15,Tỉnh Yên Bái,Bvđk Tỉnh,15101,Bvđk Tỉnh,05V.296,05V.296,Vị thuốc cổ truyền Đương quy,Đương quy (Toàn quy),Uống,1.01,1.01,Thái phiến,0,"Túi PE 2 lớp, 1-5Kg, hàn kín",VCT-00355-23,Công ty cổ phần dược liệu Trường Xuân,Việt Nam,Gam,40000,928.2,37128000.0,Công ty cổ phần dược liệu Trường Xuân,955/QĐ-BVĐK,2025-01-02 00:00:00,,G5,,N2,Vị thuốc yhct,,1,2025-01-02 00:00:00,1,2025-01-02 00:00:00,2025-12-31 00:00:00,2025-03-17 00:29:53
